X	Y
0	87.721
1	87.869
2	87.377
3	87.164
4	88.115
5	88.295
6	88.311
7	88.279
8	88.623
9	88.557
10	88.787
11	88.590
12	88.197
13	88.525
14	87.885
15	87.164
16	87.344
17	88.361
18	87.426
19	88.197
20	87.869
21	87.721
22	88.410
23	87.590
24	87.787
25	88.639
26	88.328
27	87.590
28	87.869
29	87.672
30	88.115
31	87.738
32	88.803
33	88.525
34	89.180
35	88.770
36	89.361
37	91.033
38	89.016
39	90.230
40	90.230
41	89.197
42	90.525
43	91.426
44	92.656
45	93.295
46	93.738
47	96.082
48	98.672
49	103.426
50	110.230
51	120.885
52	135.754
53	154.443
54	175.230
55	194.295
56	209.869
57	222.311
58	231.770
59	236.295
60	237.820
61	234.770
62	227.623
63	212.623
64	186.230
65	148.164
66	110.738
67	87.607
68	81.492
69	81.869
70	81.508
71	82.787
72	86.033
73	89.738
74	96.246
75	104.525
76	116.967
77	130.672
78	146.311
79	159.689
80	172.672
81	183.541
82	189.016
83	192.705
84	191.410
85	183.918
86	166.721
87	140.803
88	107.246
89	83.934
90	75.459
91	73.607
92	73.557
93	72.770
94	72.984
95	72.082
96	72.377
97	72.459
98	71.689
99	71.869
100	72.393
101	72.984
102	72.623
103	72.607
104	72.721
105	72.869
106	72.623
107	72.066
108	72.934
109	71.377
110	71.918
111	70.787
112	70.557
113	71.656
114	71.738
115	72.656
116	75.246
117	77.033
118	79.869
119	80.590
120	82.131
121	81.869
122	80.148
123	78.803
124	75.557
125	73.311
126	71.869
127	70.311
128	69.066
129	69.213
130	68.361
131	69.639
132	68.164
133	67.934
134	67.902
135	68.066
136	68.689
137	68.443
138	67.721
139	69.049
140	68.885
141	68.213
142	67.098
143	69.098
144	69.164
145	70.410
146	70.279
147	72.459
148	73.262
149	74.656
150	73.656
151	74.656
152	72.279
153	71.262
154	69.279
155	68.328
156	67.525
157	67.508
158	67.852
159	67.033
160	66.492
161	67.869
162	67.541
163	66.984
164	67.164
165	67.246
166	66.885
167	66.639
168	67.230
169	66.311
170	66.328
171	67.705
172	69.033
173	68.623
174	69.459
175	68.656
176	69.115
177	68.623
178	69.475
179	69.607
180	68.967
181	68.197
182	68.131
183	67.869
184	66.082
185	65.590
186	65.984
187	65.590
188	64.918
189	64.967
190	65.328
191	65.377
192	64.852
193	64.475
194	65.574
195	63.951
196	64.492
197	63.885
198	63.049
199	64.656
200	64.574
