X	Y
0	101.088
1	98.404
2	97.719
3	97.526
4	97.877
5	98.404
6	97.018
7	99.807
8	97.263
9	96.070
10	96.842
11	96.772
12	97.421
13	98.123
14	97.000
15	96.474
16	98.175
17	95.965
18	97.947
19	98.281
20	98.825
21	97.456
22	98.228
23	98.649
24	98.228
25	99.965
26	97.439
27	99.912
28	99.877
29	100.930
30	101.982
31	99.439
32	100.386
33	101.632
34	101.842
35	102.930
36	102.456
37	103.351
38	102.228
39	103.140
40	103.053
41	103.912
42	103.982
43	110.772
44	108.754
45	113.386
46	120.140
47	128.105
48	141.000
49	157.807
50	176.842
51	197.193
52	213.193
53	225.123
54	233.018
55	236.754
56	238.404
57	235.825
58	228.982
59	212.702
60	184.175
61	145.193
62	111.579
63	99.298
64	95.684
65	97.474
66	98.912
67	100.772
68	108.596
69	118.754
70	129.596
71	147.421
72	166.228
73	179.175
74	190.579
75	198.333
76	203.526
77	204.632
78	200.316
79	187.228
80	161.930
81	126.842
82	101.947
83	89.825
84	88.000
85	84.421
86	85.842
87	87.105
88	85.246
89	86.053
90	87.088
91	86.719
92	87.474
93	85.649
94	86.947
95	89.000
96	85.754
97	89.211
98	87.772
99	88.211
100	85.877
101	85.211
102	88.053
103	84.404
104	86.351
105	88.018
106	89.825
107	93.509
108	95.930
109	96.368
110	95.947
111	94.596
112	92.368
113	90.070
114	88.053
115	87.351
116	83.316
117	83.509
118	81.474
119	80.912
120	82.526
121	82.404
122	80.456
123	80.737
124	80.281
125	81.193
126	80.895
127	83.456
128	81.509
129	82.211
130	80.579
131	81.281
132	84.263
133	85.614
134	88.825
135	87.772
136	91.263
137	89.018
138	86.193
139	85.860
140	84.158
141	81.351
142	80.667
143	81.474
144	79.667
145	77.649
146	81.807
147	80.456
148	76.193
149	77.526
150	77.351
151	78.070
152	76.018
153	78.544
154	75.947
155	78.368
156	77.982
157	78.123
158	77.000
159	75.105
160	77.526
161	75.281
162	74.386
163	76.263
164	76.474
165	78.316
166	78.246
167	74.737
168	75.211
169	77.228
170	74.509
171	74.807
172	77.561
173	73.772
174	77.140
175	74.404
176	72.421
177	75.193
178	76.263
179	75.544
180	73.158
181	75.509
182	73.982
183	72.561
184	75.754
185	76.649
186	73.404
187	74.702
188	74.421
189	77.035
190	73.737
191	73.368
192	73.456
193	74.070
194	71.333
195	73.421
196	73.895
197	74.228
198	74.614
199	73.982
200	73.175
